,support,itemsets
59109,0.05,"frozenset({50, 61, 37, 94})"
59110,0.05,"frozenset({73, 50, 74, 37})"
59111,0.05,"frozenset({73, 50, 76, 37})"
59112,0.06,"frozenset({73, 50, 37, 94})"
59113,0.05,"frozenset({73, 50, 99, 37})"
59114,0.05,"frozenset({50, 75, 37, 94})"
59115,0.05,"frozenset({50, 76, 37, 94})"
59116,0.05,"frozenset({50, 77, 37, 94})"
59117,0.05,"frozenset({80, 50, 37, 94})"
59118,0.05,"frozenset({80, 50, 99, 37})"
59119,0.06,"frozenset({50, 99, 37, 94})"
59120,0.05,"frozenset({55, 59, 37, 71})"
59121,0.05,"frozenset({59, 76, 37, 55})"
59122,0.05,"frozenset({96, 59, 37, 55})"
59123,0.05,"frozenset({72, 55, 37, 71})"
59124,0.07,"frozenset({55, 76, 37, 71})"
59125,0.06,"frozenset({97, 55, 37, 71})"
59126,0.05,"frozenset({72, 76, 37, 55})"
59127,0.05,"frozenset({72, 97, 37, 55})"
59128,0.05,"frozenset({97, 76, 37, 55})"
59129,0.05,"frozenset({97, 77, 37, 55})"
59130,0.05,"frozenset({96, 90, 37, 55})"
59131,0.06,"frozenset({96, 58, 64, 37})"
59132,0.05,"frozenset({61, 59, 76, 37})"
59133,0.05,"frozenset({64, 59, 76, 37})"
59134,0.05,"frozenset({59, 76, 37, 71})"
59135,0.05,"frozenset({72, 59, 76, 37})"
59136,0.06,"frozenset({99, 72, 59, 37})"
59137,0.05,"frozenset({96, 59, 76, 37})"
59138,0.05,"frozenset({64, 61, 76, 37})"
59139,0.05,"frozenset({64, 61, 77, 37})"
59140,0.05,"frozenset({69, 61, 100, 37})"
59141,0.05,"frozenset({67, 37, 62, 63})"
59142,0.05,"frozenset({64, 65, 37, 62})"
59143,0.05,"frozenset({64, 67, 37, 62})"
59144,0.05,"frozenset({75, 37, 62, 79})"
59145,0.05,"frozenset({99, 67, 37, 63})"
59146,0.05,"frozenset({88, 81, 37, 63})"
59147,0.05,"frozenset({64, 65, 67, 37})"
59148,0.05,"frozenset({69, 67, 100, 37})"
59149,0.06,"frozenset({99, 73, 67, 37})"
59150,0.05,"frozenset({99, 74, 67, 37})"
59151,0.05,"frozenset({99, 67, 37, 94})"
59152,0.05,"frozenset({96, 92, 37, 70})"
59153,0.06,"frozenset({72, 76, 37, 71})"
59154,0.05,"frozenset({72, 90, 37, 71})"
59155,0.06,"frozenset({83, 76, 37, 71})"
59156,0.05,"frozenset({89, 76, 37, 71})"
59157,0.06,"frozenset({97, 76, 37, 71})"
59158,0.05,"frozenset({89, 83, 37, 71})"
59159,0.05,"frozenset({72, 90, 76, 37})"
59160,0.05,"frozenset({72, 90, 91, 37})"
59161,0.05,"frozenset({72, 97, 90, 37})"
59162,0.06,"frozenset({73, 74, 99, 37})"
59163,0.05,"frozenset({89, 83, 76, 37})"
59164,0.05,"frozenset({90, 100, 37, 76})"
59165,0.05,"frozenset({96, 92, 37, 76})"
59166,0.05,"frozenset({38, 65, 62, 39})"
59167,0.05,"frozenset({38, 70, 62, 39})"
59168,0.05,"frozenset({38, 89, 62, 39})"
59169,0.05,"frozenset({38, 40, 61, 62})"
59170,0.05,"frozenset({73, 65, 40, 38})"
59171,0.05,"frozenset({48, 41, 90, 38})"
59172,0.05,"frozenset({89, 41, 62, 38})"
59173,0.05,"frozenset({38, 41, 93, 62})"
59174,0.05,"frozenset({89, 41, 93, 38})"
59175,0.05,"frozenset({43, 52, 38, 47})"
59176,0.05,"frozenset({38, 61, 62, 47})"
59177,0.05,"frozenset({48, 65, 38, 63})"
59178,0.05,"frozenset({48, 65, 69, 38})"
59179,0.05,"frozenset({48, 65, 83, 38})"
59180,0.05,"frozenset({54, 38, 62, 63})"
59181,0.05,"frozenset({89, 82, 59, 38})"
59182,0.05,"frozenset({62, 38, 61, 70})"
59183,0.05,"frozenset({38, 89, 61, 62})"
59184,0.05,"frozenset({38, 98, 61, 62})"
59185,0.05,"frozenset({89, 61, 38, 71})"
59186,0.05,"frozenset({38, 65, 62, 63})"
59187,0.05,"frozenset({38, 89, 62, 70})"
59188,0.05,"frozenset({64, 67, 77, 38})"
59189,0.05,"frozenset({97, 82, 76, 38})"
59190,0.05,"frozenset({40, 41, 39, 47})"
59191,0.06,"frozenset({40, 41, 61, 39})"
59192,0.05,"frozenset({40, 41, 62, 39})"
59193,0.05,"frozenset({40, 41, 90, 39})"
59194,0.05,"frozenset({40, 41, 97, 39})"
59195,0.05,"frozenset({40, 42, 59, 39})"
59196,0.05,"frozenset({40, 49, 44, 39})"
59197,0.05,"frozenset({40, 39, 46, 47})"
59198,0.05,"frozenset({48, 40, 39, 47})"
59199,0.05,"frozenset({40, 97, 39, 47})"
59200,0.05,"frozenset({40, 98, 39, 47})"
59201,0.05,"frozenset({40, 49, 39, 55})"
59202,0.05,"frozenset({40, 49, 39, 57})"
59203,0.06,"frozenset({40, 49, 70, 39})"
59204,0.07,"frozenset({40, 49, 90, 39})"
59205,0.05,"frozenset({40, 49, 93, 39})"
59206,0.05,"frozenset({40, 49, 97, 39})"
59207,0.06,"frozenset({40, 49, 98, 39})"
59208,0.05,"frozenset({40, 49, 99, 39})"
59209,0.05,"frozenset({40, 99, 53, 39})"
59210,0.05,"frozenset({40, 90, 39, 55})"
59211,0.05,"frozenset({40, 57, 69, 39})"
59212,0.05,"frozenset({40, 90, 59, 39})"
59213,0.05,"frozenset({40, 97, 59, 39})"
59214,0.05,"frozenset({40, 61, 62, 39})"
59215,0.05,"frozenset({40, 90, 61, 39})"
59216,0.05,"frozenset({40, 97, 61, 39})"
59217,0.05,"frozenset({40, 90, 62, 39})"
59218,0.05,"frozenset({40, 97, 39, 63})"
59219,0.05,"frozenset({40, 99, 70, 39})"
59220,0.05,"frozenset({40, 73, 99, 39})"
59221,0.05,"frozenset({40, 97, 90, 39})"
59222,0.05,"frozenset({40, 90, 98, 39})"
59223,0.05,"frozenset({41, 39, 46, 47})"
59224,0.05,"frozenset({89, 41, 46, 39})"
59225,0.05,"frozenset({41, 61, 97, 39})"
59226,0.05,"frozenset({62, 41, 70, 39})"
59227,0.05,"frozenset({89, 41, 62, 39})"
59228,0.05,"frozenset({41, 90, 62, 39})"
59229,0.06,"frozenset({89, 41, 70, 39})"
59230,0.05,"frozenset({89, 41, 93, 39})"
59231,0.05,"frozenset({42, 99, 86, 39})"
59232,0.05,"frozenset({98, 43, 39, 47})"
59233,0.05,"frozenset({89, 43, 54, 39})"
59234,0.05,"frozenset({43, 61, 62, 39})"
59235,0.05,"frozenset({46, 68, 44, 39})"
59236,0.05,"frozenset({44, 39, 70, 47})"
59237,0.06,"frozenset({49, 50, 44, 39})"
59238,0.05,"frozenset({49, 44, 39, 55})"
59239,0.06,"frozenset({49, 44, 62, 39})"
59240,0.05,"frozenset({49, 44, 70, 39})"
59241,0.05,"frozenset({49, 76, 44, 39})"
59242,0.05,"frozenset({49, 44, 86, 39})"
59243,0.06,"frozenset({49, 44, 94, 39})"
59244,0.06,"frozenset({49, 44, 97, 39})"
59245,0.05,"frozenset({49, 99, 44, 39})"
59246,0.05,"frozenset({50, 76, 44, 39})"
59247,0.05,"frozenset({50, 44, 94, 39})"
59248,0.05,"frozenset({97, 50, 44, 39})"
59249,0.05,"frozenset({44, 39, 62, 55})"
59250,0.05,"frozenset({57, 68, 44, 39})"
59251,0.05,"frozenset({62, 68, 44, 39})"
59252,0.05,"frozenset({62, 44, 70, 39})"
59253,0.05,"frozenset({66, 44, 70, 39})"
59254,0.06,"frozenset({44, 85, 70, 39})"
59255,0.05,"frozenset({70, 44, 94, 39})"
59256,0.05,"frozenset({99, 44, 70, 39})"
59257,0.05,"frozenset({99, 76, 44, 39})"
59258,0.05,"frozenset({80, 90, 44, 39})"
59259,0.05,"frozenset({44, 85, 94, 39})"
59260,0.05,"frozenset({97, 44, 85, 39})"
59261,0.05,"frozenset({99, 44, 85, 39})"
59262,0.05,"frozenset({97, 44, 94, 39})"
59263,0.05,"frozenset({99, 44, 94, 39})"
59264,0.05,"frozenset({97, 99, 44, 39})"
59265,0.05,"frozenset({39, 45, 46, 55})"
59266,0.05,"frozenset({89, 49, 45, 39})"
59267,0.05,"frozenset({57, 52, 45, 39})"
59268,0.05,"frozenset({64, 57, 45, 39})"
59269,0.05,"frozenset({57, 69, 45, 39})"
59270,0.05,"frozenset({57, 39, 45, 71})"
59271,0.05,"frozenset({57, 76, 45, 39})"
59272,0.05,"frozenset({68, 39, 46, 47})"
59273,0.05,"frozenset({90, 39, 46, 47})"
59274,0.05,"frozenset({57, 52, 46, 39})"
59275,0.06,"frozenset({57, 39, 46, 55})"
59276,0.05,"frozenset({46, 39, 71, 55})"
59277,0.06,"frozenset({76, 39, 46, 55})"
59278,0.05,"frozenset({89, 39, 46, 55})"
59279,0.06,"frozenset({64, 57, 46, 39})"
59280,0.05,"frozenset({57, 68, 46, 39})"
59281,0.05,"frozenset({57, 39, 46, 71})"
59282,0.06,"frozenset({57, 76, 46, 39})"
59283,0.05,"frozenset({89, 57, 46, 39})"
59284,0.05,"frozenset({72, 39, 46, 71})"
59285,0.06,"frozenset({76, 39, 46, 71})"
59286,0.05,"frozenset({97, 39, 46, 71})"
59287,0.05,"frozenset({72, 76, 46, 39})"
59288,0.05,"frozenset({97, 76, 46, 39})"
59289,0.05,"frozenset({72, 59, 39, 47})"
59290,0.05,"frozenset({74, 59, 39, 47})"
59291,0.05,"frozenset({82, 59, 39, 47})"
59292,0.05,"frozenset({39, 61, 62, 47})"
59293,0.06,"frozenset({62, 39, 70, 47})"
59294,0.06,"frozenset({89, 39, 62, 47})"
59295,0.05,"frozenset({66, 90, 39, 47})"
59296,0.05,"frozenset({68, 39, 70, 47})"
59297,0.05,"frozenset({90, 68, 39, 47})"
59298,0.05,"frozenset({89, 39, 70, 47})"
59299,0.05,"frozenset({97, 39, 71, 47})"
59300,0.05,"frozenset({72, 74, 39, 47})"
59301,0.05,"frozenset({48, 59, 53, 39})"
59302,0.05,"frozenset({72, 48, 59, 39})"
59303,0.05,"frozenset({48, 39, 62, 63})"
59304,0.05,"frozenset({48, 89, 62, 39})"
59305,0.05,"frozenset({48, 90, 62, 39})"
59306,0.05,"frozenset({88, 48, 99, 39})"
59307,0.05,"frozenset({49, 50, 70, 39})"
59308,0.05,"frozenset({49, 50, 71, 39})"
59309,0.05,"frozenset({49, 50, 76, 39})"
59310,0.05,"frozenset({49, 50, 86, 39})"
59311,0.06,"frozenset({49, 50, 94, 39})"
59312,0.06,"frozenset({49, 50, 97, 39})"
59313,0.05,"frozenset({49, 39, 62, 55})"
59314,0.05,"frozenset({49, 39, 70, 55})"
59315,0.06,"frozenset({49, 90, 39, 55})"
59316,0.05,"frozenset({49, 90, 61, 39})"
59317,0.05,"frozenset({62, 49, 70, 39})"
59318,0.05,"frozenset({89, 49, 62, 39})"
59319,0.05,"frozenset({49, 90, 62, 39})"
59320,0.05,"frozenset({49, 39, 71, 63})"
59321,0.05,"frozenset({89, 49, 64, 39})"
59322,0.05,"frozenset({73, 49, 70, 39})"
59323,0.05,"frozenset({49, 39, 78, 70})"
59324,0.05,"frozenset({49, 39, 86, 70})"
59325,0.05,"frozenset({49, 93, 70, 39})"
59326,0.05,"frozenset({49, 39, 94, 70})"
59327,0.06,"frozenset({49, 99, 70, 39})"
59328,0.05,"frozenset({49, 39, 86, 71})"
59329,0.05,"frozenset({73, 49, 99, 39})"
59330,0.05,"frozenset({49, 76, 86, 39})"
59331,0.05,"frozenset({49, 76, 97, 39})"
59332,0.05,"frozenset({49, 90, 98, 39})"
59333,0.05,"frozenset({49, 39, 97, 94})"
59334,0.05,"frozenset({97, 66, 50, 39})"
59335,0.05,"frozenset({70, 50, 94, 39})"
59336,0.05,"frozenset({97, 50, 71, 39})"
59337,0.05,"frozenset({97, 50, 76, 39})"
59338,0.06,"frozenset({97, 50, 99, 39})"
59339,0.05,"frozenset({65, 51, 62, 39})"
59340,0.05,"frozenset({82, 51, 62, 39})"
59341,0.06,"frozenset({57, 52, 62, 39})"
59342,0.05,"frozenset({64, 57, 52, 39})"
59343,0.06,"frozenset({57, 68, 52, 39})"
59344,0.06,"frozenset({57, 52, 70, 39})"
59345,0.07,"frozenset({57, 52, 39, 71})"
59346,0.05,"frozenset({89, 57, 52, 39})"
59347,0.05,"frozenset({52, 39, 62, 63})"
59348,0.06,"frozenset({64, 52, 62, 39})"
59349,0.06,"frozenset({62, 68, 52, 39})"
59350,0.05,"frozenset({89, 52, 62, 39})"
59351,0.05,"frozenset({98, 52, 62, 39})"
59352,0.05,"frozenset({89, 52, 39, 63})"
59353,0.05,"frozenset({64, 68, 52, 39})"
59354,0.05,"frozenset({59, 53, 62, 39})"
59355,0.05,"frozenset({39, 59, 53, 63})"
59356,0.06,"frozenset({59, 85, 53, 39})"
59357,0.05,"frozenset({99, 59, 53, 39})"
59358,0.05,"frozenset({61, 53, 62, 39})"
59359,0.05,"frozenset({85, 53, 62, 39})"
59360,0.05,"frozenset({62, 53, 94, 39})"
59361,0.05,"frozenset({39, 85, 53, 63})"
59362,0.05,"frozenset({39, 99, 53, 63})"
59363,0.05,"frozenset({82, 59, 54, 39})"
59364,0.05,"frozenset({89, 65, 54, 39})"
59365,0.05,"frozenset({89, 82, 54, 39})"
59366,0.05,"frozenset({57, 76, 39, 55})"
59367,0.05,"frozenset({39, 61, 62, 55})"
59368,0.05,"frozenset({39, 61, 70, 55})"
59369,0.05,"frozenset({62, 39, 70, 55})"
59370,0.06,"frozenset({98, 39, 70, 55})"
59371,0.05,"frozenset({72, 39, 71, 55})"
59372,0.05,"frozenset({76, 39, 71, 55})"
59373,0.05,"frozenset({64, 57, 62, 39})"
59374,0.07,"frozenset({57, 68, 62, 39})"
59375,0.06,"frozenset({64, 57, 68, 39})"
59376,0.05,"frozenset({64, 57, 91, 39})"
59377,0.05,"frozenset({80, 57, 68, 39})"
59378,0.05,"frozenset({57, 91, 68, 39})"
59379,0.05,"frozenset({57, 39, 69, 71})"
59380,0.05,"frozenset({57, 76, 69, 39})"
59381,0.05,"frozenset({57, 76, 39, 71})"
59382,0.05,"frozenset({57, 98, 91, 39})"
59383,0.05,"frozenset({59, 39, 62, 63})"
59384,0.05,"frozenset({65, 59, 62, 39})"
59385,0.05,"frozenset({59, 85, 62, 39})"
59386,0.05,"frozenset({39, 59, 85, 63})"
59387,0.05,"frozenset({99, 59, 39, 63})"
59388,0.05,"frozenset({72, 74, 59, 39})"
59389,0.05,"frozenset({99, 72, 59, 39})"
59390,0.05,"frozenset({90, 59, 82, 39})"
59391,0.05,"frozenset({82, 59, 100, 39})"
59392,0.05,"frozenset({97, 90, 59, 39})"
59393,0.05,"frozenset({68, 61, 62, 39})"
59394,0.06,"frozenset({62, 61, 70, 39})"
59395,0.05,"frozenset({80, 61, 62, 39})"
59396,0.05,"frozenset({85, 61, 62, 39})"
59397,0.05,"frozenset({90, 61, 62, 39})"
59398,0.05,"frozenset({98, 61, 62, 39})"
59399,0.05,"frozenset({80, 90, 61, 39})"
59400,0.05,"frozenset({65, 39, 62, 63})"
59401,0.06,"frozenset({89, 39, 62, 63})"
59402,0.05,"frozenset({100, 39, 62, 63})"
59403,0.05,"frozenset({64, 68, 62, 39})"
59404,0.05,"frozenset({64, 89, 62, 39})"
59405,0.05,"frozenset({65, 68, 62, 39})"
59406,0.05,"frozenset({62, 65, 70, 39})"
59407,0.05,"frozenset({65, 82, 62, 39})"
59408,0.06,"frozenset({65, 85, 62, 39})"
59409,0.05,"frozenset({62, 65, 86, 39})"
59410,0.05,"frozenset({89, 65, 62, 39})"
59411,0.05,"frozenset({62, 65, 94, 39})"
59412,0.06,"frozenset({62, 68, 70, 39})"
59413,0.05,"frozenset({68, 39, 62, 71})"
59414,0.05,"frozenset({98, 68, 62, 39})"
59415,0.05,"frozenset({62, 85, 70, 39})"
59416,0.05,"frozenset({62, 88, 70, 39})"
59417,0.06,"frozenset({62, 89, 70, 39})"
59418,0.06,"frozenset({62, 93, 70, 39})"
59419,0.05,"frozenset({62, 98, 70, 39})"
59420,0.05,"frozenset({72, 85, 62, 39})"
59421,0.05,"frozenset({62, 72, 86, 39})"
59422,0.05,"frozenset({80, 90, 62, 39})"
59423,0.05,"frozenset({88, 85, 62, 39})"
59424,0.05,"frozenset({89, 93, 62, 39})"
59425,0.05,"frozenset({65, 82, 70, 39})"
59426,0.05,"frozenset({89, 65, 82, 39})"
59427,0.05,"frozenset({72, 66, 99, 39})"
59428,0.05,"frozenset({97, 66, 85, 39})"
59429,0.05,"frozenset({66, 99, 85, 39})"
59430,0.05,"frozenset({97, 90, 66, 39})"
59431,0.06,"frozenset({97, 66, 99, 39})"
59432,0.05,"frozenset({98, 68, 70, 39})"
59433,0.05,"frozenset({80, 90, 68, 39})"
59434,0.05,"frozenset({88, 72, 70, 39})"
59435,0.06,"frozenset({73, 99, 70, 39})"
59436,0.05,"frozenset({70, 99, 78, 39})"
59437,0.05,"frozenset({88, 85, 70, 39})"
59438,0.06,"frozenset({99, 85, 70, 39})"
59439,0.07,"frozenset({89, 93, 70, 39})"
59440,0.05,"frozenset({90, 98, 70, 39})"
59441,0.05,"frozenset({90, 99, 70, 39})"
59442,0.05,"frozenset({70, 93, 94, 39})"
59443,0.05,"frozenset({99, 100, 70, 39})"
59444,0.05,"frozenset({72, 76, 39, 71})"
59445,0.05,"frozenset({97, 76, 39, 71})"
59446,0.05,"frozenset({72, 99, 86, 39})"
59447,0.05,"frozenset({72, 97, 99, 39})"
59448,0.05,"frozenset({73, 99, 100, 39})"
59449,0.05,"frozenset({99, 100, 78, 39})"
59450,0.05,"frozenset({97, 99, 85, 39})"
59451,0.05,"frozenset({64, 41, 40, 45})"
59452,0.05,"frozenset({40, 41, 76, 45})"
59453,0.06,"frozenset({40, 41, 46, 47})"
59454,0.05,"frozenset({48, 41, 40, 46})"
59455,0.05,"frozenset({40, 41, 46, 55})"
59456,0.05,"frozenset({40, 41, 46, 57})"
59457,0.05,"frozenset({40, 41, 67, 46})"
59458,0.05,"frozenset({48, 41, 40, 47})"
59459,0.05,"frozenset({40, 41, 47, 55})"
59460,0.05,"frozenset({48, 41, 40, 55})"
59461,0.05,"frozenset({40, 41, 90, 49})"
59462,0.05,"frozenset({40, 41, 62, 57})"
59463,0.05,"frozenset({64, 41, 40, 57})"
59464,0.05,"frozenset({40, 41, 97, 57})"
59465,0.05,"frozenset({40, 41, 90, 61})"
59466,0.05,"frozenset({40, 41, 61, 97})"
59467,0.05,"frozenset({62, 41, 40, 97})"
59468,0.05,"frozenset({64, 41, 40, 77})"
59469,0.05,"frozenset({64, 41, 40, 93})"
59470,0.05,"frozenset({89, 41, 40, 70})"
59471,0.05,"frozenset({40, 42, 43, 47})"
59472,0.06,"frozenset({40, 49, 42, 43})"
59473,0.05,"frozenset({40, 42, 43, 54})"
59474,0.05,"frozenset({40, 59, 42, 43})"
59475,0.05,"frozenset({40, 73, 42, 43})"
59476,0.06,"frozenset({40, 74, 43, 42})"
59477,0.06,"frozenset({99, 40, 42, 43})"
59478,0.05,"frozenset({40, 42, 59, 46})"
59479,0.05,"frozenset({40, 42, 59, 47})"
59480,0.07,"frozenset({40, 74, 42, 47})"
59481,0.05,"frozenset({48, 74, 40, 42})"
59482,0.06,"frozenset({40, 49, 42, 54})"
59483,0.05,"frozenset({64, 49, 42, 40})"
59484,0.05,"frozenset({40, 49, 42, 67})"
59485,0.06,"frozenset({40, 49, 42, 69})"
59486,0.05,"frozenset({40, 49, 42, 74})"
59487,0.05,"frozenset({40, 49, 42, 76})"
59488,0.05,"frozenset({40, 49, 42, 94})"
59489,0.05,"frozenset({40, 49, 42, 97})"
59490,0.05,"frozenset({40, 42, 59, 53})"
59491,0.05,"frozenset({40, 42, 61, 53})"
59492,0.06,"frozenset({40, 42, 99, 53})"
59493,0.05,"frozenset({40, 42, 59, 55})"
59494,0.05,"frozenset({64, 42, 40, 55})"
59495,0.05,"frozenset({40, 42, 69, 55})"
59496,0.05,"frozenset({40, 42, 76, 55})"
59497,0.05,"frozenset({40, 82, 42, 55})"
59498,0.05,"frozenset({40, 42, 59, 58})"
59499,0.05,"frozenset({64, 42, 40, 58})"
59500,0.05,"frozenset({40, 42, 58, 69})"
59501,0.08,"frozenset({40, 42, 59, 61})"
59502,0.06,"frozenset({64, 40, 42, 59})"
59503,0.05,"frozenset({40, 42, 59, 69})"
59504,0.05,"frozenset({72, 40, 42, 59})"
59505,0.05,"frozenset({40, 74, 59, 42})"
59506,0.05,"frozenset({40, 42, 59, 77})"
59507,0.06,"frozenset({40, 82, 59, 42})"
59508,0.05,"frozenset({83, 40, 42, 59})"
59509,0.05,"frozenset({40, 97, 42, 59})"
59510,0.06,"frozenset({99, 40, 42, 59})"
59511,0.05,"frozenset({64, 42, 40, 61})"
59512,0.05,"frozenset({40, 42, 77, 61})"
59513,0.05,"frozenset({40, 82, 42, 61})"
59514,0.06,"frozenset({40, 42, 83, 61})"
59515,0.05,"frozenset({40, 42, 99, 61})"
59516,0.05,"frozenset({64, 42, 40, 69})"
59517,0.05,"frozenset({64, 42, 40, 76})"
59518,0.05,"frozenset({64, 82, 40, 42})"
59519,0.05,"frozenset({64, 40, 42, 83})"
59520,0.06,"frozenset({40, 42, 76, 69})"
59521,0.05,"frozenset({40, 82, 42, 69})"
59522,0.06,"frozenset({40, 97, 42, 69})"
59523,0.05,"frozenset({40, 73, 42, 99})"
59524,0.05,"frozenset({40, 74, 42, 76})"
59525,0.05,"frozenset({40, 74, 42, 92})"
59526,0.05,"frozenset({40, 97, 74, 42})"
59527,0.05,"frozenset({40, 97, 42, 76})"
59528,0.05,"frozenset({40, 97, 82, 42})"
59529,0.05,"frozenset({100, 90, 40, 42})"
59530,0.06,"frozenset({40, 43, 46, 47})"
59531,0.05,"frozenset({40, 57, 43, 46})"
59532,0.06,"frozenset({40, 43, 46, 63})"
59533,0.05,"frozenset({40, 67, 43, 46})"
59534,0.05,"frozenset({46, 40, 43, 70})"
59535,0.05,"frozenset({48, 40, 43, 47})"
59536,0.05,"frozenset({40, 49, 43, 47})"
59537,0.06,"frozenset({40, 43, 47, 63})"
59538,0.05,"frozenset({40, 66, 43, 47})"
59539,0.06,"frozenset({40, 67, 43, 47})"
59540,0.06,"frozenset({40, 43, 68, 47})"
59541,0.05,"frozenset({40, 43, 70, 47})"
59542,0.05,"frozenset({72, 40, 43, 47})"
59543,0.08,"frozenset({40, 74, 43, 47})"
59544,0.05,"frozenset({40, 81, 43, 47})"
59545,0.05,"frozenset({40, 43, 84, 47})"
59546,0.05,"frozenset({40, 43, 85, 47})"
59547,0.06,"frozenset({40, 90, 43, 47})"
59548,0.05,"frozenset({40, 43, 93, 47})"
59549,0.06,"frozenset({40, 97, 43, 47})"
59550,0.05,"frozenset({99, 40, 43, 47})"
59551,0.06,"frozenset({48, 40, 74, 43})"
59552,0.05,"frozenset({40, 49, 43, 69})"
59553,0.05,"frozenset({40, 49, 74, 43})"
59554,0.05,"frozenset({40, 49, 43, 78})"
59555,0.05,"frozenset({40, 57, 58, 43})"
59556,0.05,"frozenset({40, 58, 43, 78})"
59557,0.05,"frozenset({40, 58, 43, 79})"
59558,0.05,"frozenset({40, 58, 43, 84})"
59559,0.05,"frozenset({88, 59, 40, 43})"
59560,0.05,"frozenset({99, 59, 40, 43})"
59561,0.05,"frozenset({40, 43, 70, 63})"
59562,0.05,"frozenset({40, 65, 43, 76})"
59563,0.05,"frozenset({40, 67, 43, 76})"
59564,0.05,"frozenset({40, 67, 43, 79})"
59565,0.05,"frozenset({40, 43, 76, 69})"
59566,0.05,"frozenset({40, 73, 74, 43})"
59567,0.06,"frozenset({40, 74, 43, 85})"
59568,0.05,"frozenset({40, 74, 43, 92})"
59569,0.05,"frozenset({99, 40, 74, 43})"
59570,0.05,"frozenset({40, 97, 43, 77})"
59571,0.05,"frozenset({40, 83, 43, 93})"
59572,0.05,"frozenset({40, 97, 90, 43})"
59573,0.05,"frozenset({40, 44, 46, 47})"
59574,0.06,"frozenset({40, 49, 44, 46})"
59575,0.05,"frozenset({46, 40, 52, 44})"
59576,0.06,"frozenset({72, 40, 44, 46})"
59577,0.05,"frozenset({40, 90, 44, 46})"
59578,0.06,"frozenset({40, 91, 44, 46})"
59579,0.05,"frozenset({40, 97, 44, 46})"
59580,0.05,"frozenset({72, 40, 44, 47})"
59581,0.05,"frozenset({48, 82, 40, 44})"
59582,0.05,"frozenset({40, 49, 50, 44})"
59583,0.05,"frozenset({40, 49, 44, 54})"
59584,0.05,"frozenset({40, 49, 44, 70})"
59585,0.05,"frozenset({40, 49, 75, 44})"
59586,0.05,"frozenset({40, 49, 76, 44})"
59587,0.06,"frozenset({40, 49, 90, 44})"
59588,0.07,"frozenset({40, 49, 91, 44})"
59589,0.06,"frozenset({40, 49, 44, 93})"
59590,0.05,"frozenset({40, 49, 44, 94})"
59591,0.07,"frozenset({40, 49, 44, 97})"
59592,0.05,"frozenset({40, 49, 98, 44})"
59593,0.05,"frozenset({40, 50, 44, 94})"
59594,0.05,"frozenset({40, 90, 44, 53})"
59595,0.05,"frozenset({40, 44, 53, 94})"
59596,0.06,"frozenset({40, 97, 44, 53})"
59597,0.05,"frozenset({40, 90, 44, 70})"
59598,0.06,"frozenset({40, 91, 44, 70})"
59599,0.05,"frozenset({72, 40, 91, 44})"
59600,0.05,"frozenset({72, 97, 40, 44})"
59601,0.05,"frozenset({40, 74, 92, 44})"
59602,0.05,"frozenset({40, 74, 44, 93})"
59603,0.05,"frozenset({40, 97, 74, 44})"
59604,0.05,"frozenset({40, 97, 75, 44})"
59605,0.05,"frozenset({40, 97, 90, 44})"
59606,0.05,"frozenset({40, 97, 91, 44})"
59607,0.05,"frozenset({40, 97, 44, 94})"
59608,0.06,"frozenset({40, 49, 45, 46})"
59609,0.05,"frozenset({46, 40, 45, 54})"
59610,0.06,"frozenset({40, 45, 46, 55})"
59611,0.05,"frozenset({40, 57, 45, 46})"
59612,0.05,"frozenset({64, 40, 45, 46})"
59613,0.05,"frozenset({40, 67, 45, 46})"
59614,0.05,"frozenset({40, 45, 69, 46})"
59615,0.05,"frozenset({72, 40, 45, 46})"
59616,0.05,"frozenset({40, 76, 45, 46})"
59617,0.05,"frozenset({88, 40, 45, 46})"
59618,0.05,"frozenset({40, 47, 45, 55})"
59619,0.05,"frozenset({40, 49, 45, 54})"
59620,0.05,"frozenset({40, 49, 45, 55})"
59621,0.05,"frozenset({64, 49, 40, 45})"
59622,0.05,"frozenset({40, 49, 67, 45})"
59623,0.05,"frozenset({40, 49, 45, 70})"
59624,0.06,"frozenset({40, 49, 76, 45})"
59625,0.05,"frozenset({89, 49, 40, 45})"
59626,0.05,"frozenset({40, 49, 98, 45})"
59627,0.05,"frozenset({40, 76, 45, 55})"
59628,0.05,"frozenset({40, 57, 76, 45})"
59629,0.05,"frozenset({64, 58, 40, 45})"
59630,0.05,"frozenset({40, 45, 70, 63})"
59631,0.06,"frozenset({64, 40, 76, 45})"
59632,0.05,"frozenset({40, 69, 76, 45})"
59633,0.05,"frozenset({40, 76, 45, 70})"
59634,0.05,"frozenset({40, 74, 76, 45})"
59635,0.05,"frozenset({40, 89, 76, 45})"
59636,0.05,"frozenset({40, 76, 45, 94})"
59637,0.05,"frozenset({40, 97, 76, 45})"
59638,0.05,"frozenset({40, 100, 45, 76})"
59639,0.05,"frozenset({40, 81, 45, 94})"
59640,0.06,"frozenset({48, 40, 46, 47})"
59641,0.07,"frozenset({40, 49, 46, 47})"
59642,0.05,"frozenset({40, 50, 46, 47})"
59643,0.05,"frozenset({40, 52, 46, 47})"
59644,0.06,"frozenset({40, 47, 46, 55})"
59645,0.07,"frozenset({40, 57, 46, 47})"
59646,0.05,"frozenset({40, 47, 46, 63})"
